resume_text,job_description,match_score,match_label,match_label_lower,resume_len,jd_len
"Librarian with 10 years of experience in academic library management and information sciences. Skilled in cataloging and research assistance. Skills: Library Management, Cataloging, Research Assistance, Information Sciences, Database Management, Digital Archives, Academic Support, MARC Records, Reference Services, Collection Development. Chief Librarian, UniversityLibrary (2016-present): Digitized 50K records, introduced e-resource subscriptions. Librarian, CollegeLibrary (2014-2016): Managed physical collection. Education: M.Lib, Jadavpur University.","Software Engineer at a B2B startup. Required skills: Go or Python, REST APIs, PostgreSQL, Docker, AWS, microservices, Git, unit testing. Responsibilities: design and develop backend services, participate in architecture decisions, ship features, handle production incidents. Preferred: experience with distributed systems.",0.08,low,low,59,40
"Geologist with 6 years of experience in mineral exploration and site assessment. Strong field and analytical skills. Skills: Geology, Site Assessment, GIS, Mineral Exploration, Rock Analysis, Field Surveys, ArcGIS, Report Writing, Drilling Supervision, Environmental Compliance. Geologist, MineralCorp (2019-present): Assessed 15 exploration sites, wrote feasibility reports. Junior Geologist, EarthSurvey (2018-2019): Assisted site surveys. Education: M.Sc Geology, Presidency University.","HR Business Partner at a technology company. Required skills: HR strategy, talent acquisition, performance management, HRBP, employee relations, L&D, diversity and inclusion. Responsibilities: partner with business leaders, drive talent initiatives, manage employee relations cases, support organizational design. Preferred: tech industry experience, coaching certification.",0.07,low,low,57,43
"Traditional artist with 14 years of experience in oil painting and watercolor. Exhibits nationally with a focus on landscapes and portraits. Skills: Oil Painting, Watercolor, Sketching, Composition, Color Theory, Art Exhibition Management, Workshop Facilitation, Fine Arts, Client Commissions, Art Direction. Artist, Self-employed (2010-present): Exhibited in 25 national shows, sold 200+ original works. Art Instructor, CanvasStudio (2016-2021): Taught weekend workshops. Education: M.Fine Arts, Baroda.","Finance Manager at a mid-size FMCG company. Required skills: FP&A, financial modeling, budgeting, forecasting, SAP, SQL, variance analysis, GAAP, team management. Responsibilities: lead finance team, manage annual budgeting cycle, present to CFO, partner with commercial teams on pricing decisions. Preferred: FMCG background, CA or CFA preferred.",0.05,low,low,63,46
"Site reliability engineer with 6 years of experience ensuring uptime and performance of distributed systems at high-traffic platforms. Strong in incident management and observability. Skills: Go, Python, Kubernetes, Prometheus, Grafana, PagerDuty, AWS, Terraform, SLO/SLI, Distributed Systems. SRE, TrafficPlatform (2020-present): Improved system availability from 99.5% to 99.95%, reduced MTTD by 50%, led blameless postmortem culture. Engineer, CloudRunners (2018-2020): Built monitoring stack. Education: B.Tech CS, IIIT Hyderabad.","Senior SRE at a fintech platform processing $1B+/day in transactions. Required skills: Go or Python, Kubernetes, Prometheus, Grafana, AWS, Terraform, incident management, SLO/SLI design. Responsibilities: own reliability of core payment services, build observability tooling, lead incident response, define error budgets, collaborate with engineering on reliability. Preferred: experience with payment or financial systems.",0.93,high,high,65,52
"Senior accountant with 7 years of experience in financial reporting, consolidation, and compliance for listed companies. Strong in IFRS and internal controls. Skills: IFRS, Financial Reporting, Consolidation, Internal Controls, SAP, Excel, Statutory Audits, Tax Compliance, Board Reporting, Intercompany Reconciliation. Senior Accountant, ListedCorp (2019-present): Led IFRS 16 implementation, managed consolidation for 12 subsidiaries, handled Big 4 audit liaison. Accountant, FinHoldings (2017-2019): Supported monthly close and tax filings. Education: CA, ICAI.","Group Financial Reporting Manager at a multinational corporation. Required skills: IFRS, consolidation, financial reporting, SAP, internal controls, statutory audits, intercompany transactions. Responsibilities: lead group reporting team, manage consolidation, liaise with auditors, present to board, ensure IFRS compliance across entities. Preferred: Big 4 background, experience with multi-entity consolidation.",0.92,high,high,69,47
"Talent acquisition specialist with 5 years of experience in tech hiring for product and engineering roles. Expert in sourcing and employer branding. Skills: Technical Recruiting, Sourcing, LinkedIn Recruiter, ATS, Stakeholder Management, Offer Management, Employer Branding, Interview Design, Compensation Benchmarking, Data-Driven Hiring. TA Specialist, TechHire (2021-present): Filled 120+ technical roles per year, reduced TTH by 35%, revamped candidate experience. Recruiter, StaffingSolutions (2019-2021): Handled niche tech mandates. Education: MBA HR, XLRI.","Talent Acquisition Lead at a fast-scaling tech startup. Required skills: technical recruiting, LinkedIn Recruiter, ATS, stakeholder management, sourcing, employer branding, compensation benchmarking, data-driven hiring. Responsibilities: own end-to-end tech hiring, build talent pipelines, partner with hiring managers, drive TA metrics, build TA team. Preferred: startup experience, prior leadership in TA.",0.91,high,high,69,49
"Software architect with 12 years of experience designing large-scale distributed systems for banking and payments. Deep expertise in event-driven architectures. Skills: Java, Spring Boot, Kafka, Microservices, DDD, System Design, PostgreSQL, Redis, Kubernetes, AWS. Architect, PaymentsPlatform (2017-present): Designed core payments ledger processing 100M txns/day, led architecture review board, mentored 15 engineers. Senior Engineer, BankingSystems (2012-2017): Built transaction processing engines. Education: B.Tech CS, IIT Kanpur.","Principal Software Architect at a neo-bank. Required skills: Java or Go, Kafka, microservices, DDD, system design, Kubernetes, AWS, PostgreSQL, event-driven architecture. Responsibilities: lead architecture of core banking platform, review designs across teams, define technical standards, collaborate with CTO. Preferred: payments or banking domain, prior principal/staff engineer experience.",0.94,high,high,63,47
"UX designer with 5 years of experience designing mobile-first consumer apps in healthcare and wellness. User-centered design practitioner with strong research skills. Skills: Figma, User Research, Prototyping, Usability Testing, Design Systems, Information Architecture, Interaction Design, Accessibility, Sketch, Mobile Design. UX Designer, WellnessApp (2021-present): Redesigned onboarding flow improving activation by 35%, built component library, ran 15+ usability studies. Junior UX, DesignStudio (2019-2021): Designed screens for iOS apps. Education: B.Des Interaction Design, NID Ahmedabad.","Product Designer at a consumer health startup. Required skills: Figma, user research, prototyping, design systems, mobile design, usability testing, interaction design, accessibility. Responsibilities: own end-to-end design of mobile app, build design system, collaborate with PMs and engineers, run user research, present designs. Preferred: health or wellness app experience.",0.93,high,high,72,48
"Supply chain analyst with 4 years of experience in demand planning and inventory optimization for FMCG companies. Strong in data analysis and forecasting. Skills: Demand Planning, Inventory Management, SAP, Excel, SQL, Power BI, Forecasting, Supplier Management, S&OP, Process Improvement. Analyst, FastFMCG (2021-present): Reduced inventory holding cost by 20%, improved forecast accuracy to 88%, built demand planning dashboard. Intern, GoodsFlow (2020-2021): Assisted S&OP cycle. Education: MBA Operations, MDI Gurgaon.","Supply Chain Manager at a large FMCG company. Required skills: demand planning, S&OP, inventory management, SAP, forecasting, supplier management, team leadership, process improvement. Responsibilities: lead demand planning team, own S&OP process, manage supplier relationships, drive working capital optimization. Preferred: 6+ years supply chain experience, FMCG background.",0.78,high,high,68,46
"Penetration tester with 4 years of experience in application and network security testing. Certified ethical hacker with strong exploit development skills. Skills: Penetration Testing, Burp Suite, Metasploit, Python, Network Security, Web App Security, OWASP, Report Writing, Nmap, Social Engineering. Pentester, RedTeamCo (2021-present): Conducted 100+ assessments for financial and healthcare clients, discovered 3 critical 0-days. Junior Tester, SecAudit (2020-2021): Web app penetration testing. Education: B.Tech CS, Manipal.","Security Engineer – Offensive Security at a tech unicorn. Required skills: penetration testing, Burp Suite, Metasploit, Python, web application security, OWASP, network security, report writing. Responsibilities: run red team exercises, assess cloud and web infrastructure, coordinate with engineering on remediations, build internal security tooling. Preferred: OSCP certification, AWS security experience.",0.88,high,high,66,50
"Customer experience manager with 8 years of experience leading CX and support teams in e-commerce. Expert in SLA management and customer satisfaction. Skills: Customer Experience, Team Leadership, SLA Management, NPS, Zendesk, CRM, Process Improvement, Voice of Customer, Escalation Management, Hiring. CX Manager, ShopOnline (2018-present): Grew CSAT from 72% to 89%, scaled team from 10 to 50, reduced AHT by 25%. Support Lead, RetailSite (2016-2018): Managed L2 support team. Education: MBA, Symbiosis Pune.","Head of Customer Success at a B2B SaaS company. Required skills: customer success, team leadership, SaaS, NPS, churn management, Gainsight, executive relationship management, QBRs, upsell strategy. Responsibilities: lead CS team, own NRR and churn metrics, build scalable CS processes, present to board. Preferred: B2B SaaS background, experience building CS from early stage.",0.78,high,high,72,52
"React developer with 4 years of experience building enterprise web applications. Strong state management and performance optimization skills. Skills: React, TypeScript, Redux, JavaScript, Node.js, CSS, REST APIs, Git, Jest, Webpack. Developer, EnterpriseTech (2021-present): Built admin portal used by 5000 enterprise users, reduced bundle size by 40%. Developer, WebAgency (2020-2021): Delivered client projects in React. Education: B.Tech CS, Thapar University.","Senior Full-Stack Engineer at a SaaS startup. Required skills: React, TypeScript, Node.js, PostgreSQL, REST APIs, AWS, Docker, Redis, GraphQL, CI/CD. Responsibilities: build full-stack features, own backend services, contribute to system design, write tests. Preferred: experience with GraphQL, prior startup exposure.",0.77,high,high,59,40
"Procurement manager with 9 years of experience in strategic sourcing and vendor management for IT and professional services categories. Strong negotiation and supplier relationship skills. Skills: Strategic Sourcing, Procurement, Vendor Management, Contract Negotiation, SAP Ariba, RFP/RFQ, Cost Reduction, Category Management, SLA Management, Supplier Diversity. Procurement Manager, GlobalTech (2017-present): Saved $15M over 3 years, managed vendor panel of 200+ suppliers, led procurement digital transformation. Buyer, ServicesCo (2015-2017): Handled IT and facility purchases. Education: MBA SCM, IIM Kozhikode.","Strategic Procurement Lead at a Fortune 500 tech company. Required skills: strategic sourcing, vendor management, contract negotiation, SAP Ariba, category management, cost optimization, stakeholder management, RFP management. Responsibilities: lead category strategy, manage key vendor relationships, drive cost savings programs, negotiate enterprise agreements, report to CPO. Preferred: IT or tech services category experience.",0.91,high,high,76,52
"Network engineer with 5 years of experience managing enterprise LAN/WAN infrastructure. Strong in Cisco technologies and network security. Skills: Cisco Routers, Switches, OSPF, BGP, VLANs, Firewalls, VPN, Network Monitoring, Linux, Troubleshooting. Engineer, NetCorp (2020-present): Managed network for 2000-seat campus, reduced downtime by 40%. Junior Engineer, ConnectIT (2019-2020): Supported L2/L3 operations. Education: B.Tech ECE, VJTI Mumbai.","Cloud Security Engineer at a cloud-native startup. Required skills: AWS security, IAM, network security groups, Terraform, SIEM, Python scripting, container security, DevSecOps, penetration testing. Responsibilities: secure cloud infrastructure, implement CSPM tools, automate security controls, manage vulnerability program. Preferred: AWS Security specialty certification, prior DevSecOps background.",0.57,medium,medium,55,45
"Operations research analyst with 4 years of experience in logistics optimization and mathematical modeling. Strong quantitative background. Skills: Python, R, Linear Programming, Simulation, SQL, Excel, Operations Research, Optimization, Statistics, Tableau. Analyst, LogisticSolve (2021-present): Optimized delivery routing saving $500K/year. Intern, SupplyMath (2020-2021): Built inventory models. Education: M.Tech Industrial Engineering, IISc.","Data Scientist at a mobility startup. Required skills: Python, machine learning, SQL, A/B testing, feature engineering, scikit-learn, statistical modeling. Responsibilities: build ETA prediction models, analyze trip data, design experiments, collaborate with product team. Preferred: experience with geospatial data, ride-hailing domain.",0.62,medium,medium,49,40
"Corporate lawyer with 6 years of experience in M&A transactions and regulatory compliance. Expert in drafting commercial agreements. Skills: M&A, Contract Drafting, Regulatory Compliance, Due Diligence, Corporate Law, SEBI Regulations, Litigation Support, Legal Research, Negotiation, Stakeholder Communication. Associate, LegalPartners (2019-present): Advised on 10 M&A transactions worth $500M+, managed due diligence teams. Junior Lawyer, CorporateLaw (2018-2019): Contract review and research. Education: LLB, NLS Bangalore.","Business Analyst at a legal tech startup. Required skills: business analysis, requirements gathering, process mapping, SQL, Agile, stakeholder management, legal domain knowledge, documentation. Responsibilities: work with lawyers and engineers to translate legal workflows into software requirements, analyze business processes, conduct user interviews. Preferred: legal domain experience is a strong plus.",0.63,medium,medium,63,50
"Growth marketer with 4 years of experience in SEO, email automation, and demand generation for B2B SaaS. Strong in funnel analytics and CRO. Skills: SEO, HubSpot, Email Automation, CRO, Google Analytics, Demand Generation, Content Marketing, A/B Testing, Paid Search, Marketing Ops. Marketer, SaaSDemand (2021-present): Increased MQLs by 60%, built automated email nurture sequences. Executive, GrowthAgency (2020-2021): Managed SEO for 3 B2B clients. Education: B.Tech CS, IIIT Delhi.","Head of Marketing at a consumer fintech app. Required skills: performance marketing, Meta Ads, Google Ads, brand strategy, team leadership, influencer marketing, CRM, ATL/BTL, consumer insights. Responsibilities: own all marketing channels, build and lead team of 10, manage $10M+ annual budget, define brand positioning. Preferred: consumer app marketing experience, prior Head/VP role.",0.44,medium,medium,67,52
"Embedded systems engineer with 5 years of experience in firmware development for IoT devices. Solid hardware abstraction and RTOS expertise. Skills: C, C++, RTOS, ARM Cortex, Embedded Linux, I2C, SPI, UART, Firmware Development, Debugging. Engineer, IoTDev (2020-present): Developed firmware for 3 commercial IoT products, reduced power consumption by 30%. Junior Engineer, HardwareLabs (2019-2020): Wrote drivers for sensor modules. Education: B.Tech ECE, NIT Bhopal.","Backend Software Engineer at a cloud software company. Required skills: Python, Django, PostgreSQL, Redis, Celery, Docker, AWS, microservices, REST APIs. Responsibilities: build backend services, design APIs, optimize database performance, participate in architecture reviews. Preferred: 4+ years experience, prior SaaS background.",0.4,medium,medium,63,40
"Equity research analyst with 4 years of experience in sector coverage and investment research for buy-side firms. Strong in financial modeling and industry analysis. Skills: Equity Research, Financial Modeling, DCF, Comparable Analysis, Excel, Bloomberg, CapIQ, Sector Analysis, Report Writing, CFA. Analyst, FundHouse (2021-present): Covered FMCG and retail sector, rated 5 stocks correctly in 12 months. Research Intern, BrokerageFirm (2020-2021): Supported sector reports. Education: MBA Finance, IIM Bangalore, CFA Level II.","Investment Banking Associate at a bulge-bracket bank. Required skills: M&A analysis, LBO modeling, financial modeling, DCF, pitch book preparation, due diligence, client management, Bloomberg. Responsibilities: build financial models for M&A and capital markets transactions, prepare client presentations, conduct due diligence, manage deal process. Preferred: prior IB analyst experience, CFA or MBA from top school.",0.65,medium,medium,70,54
"Scrum master with 5 years of experience facilitating agile delivery for product and engineering teams. Certified CSM with strong coaching skills. Skills: Scrum, Agile, JIRA, Sprint Planning, Retrospectives, Stakeholder Communication, Impediment Removal, Kanban, Release Management, Facilitation. Scrum Master, ProductAgile (2020-present): Improved team velocity by 30%, coached 3 teams, reduced defect leakage by 20%. Agile Coach, DevHouse (2019-2020): Supported agile transformation. Education: B.Sc CS, Fergusson Pune.","Senior Product Manager at a B2B SaaS company. Required skills: product strategy, agile, roadmapping, analytics, SQL, stakeholder management, user research, OKRs. Responsibilities: own product vision and roadmap, prioritize backlog, partner with design and engineering, present to executives. Preferred: 5+ years PM experience, B2B SaaS background.",0.52,medium,medium,65,45
"Radiologist with 10 years of experience in diagnostic imaging and radiology reporting. Expert in CT, MRI, and X-ray interpretation. Skills: Radiology, Diagnostic Imaging, CT Scan, MRI, X-Ray, Ultrasound, PACS, Patient Communication, Report Writing, Medical Education. Radiologist, MetroCityHospital (2016-present): Reported 50+ cases/day, trained 4 residents, implemented AI-assisted reporting tool. Resident, MedCollege (2014-2016): Rotated across radiology subspecialties. Education: MD Radiology, AIIMS.","Healthcare Data Analyst at a hospital group. Required skills: SQL, Python, Tableau, EHR systems, healthcare analytics, reporting, statistics. Responsibilities: analyze clinical and operational data, build dashboards, support quality programs. Preferred: clinical background considered a plus, radiology or imaging data experience helpful.",0.6,medium,medium,59,41
"Junior SEO analyst with 1 year of experience in on-page optimization and keyword research. Learning paid search. Skills: SEO, Keyword Research, Google Analytics, SEMrush, Content Writing, Meta Tags, Excel, Basic HTML, Google Search Console, Reporting. Analyst, DigitalMarkCo (2024-present): Improved organic rankings for 20 keywords, created monthly SEO reports. Intern, ContentAgency (2023-2024): Assisted content writing and SEO audit. Education: BBA Marketing, Amity Noida.","Marketing Director at a SaaS company. Required skills: marketing strategy, team leadership, demand generation, ABM, brand management, budget management, analytics, B2B marketing. Responsibilities: lead 15-person marketing team, own pipeline contribution, develop go-to-market strategy, present to board. Preferred: 10+ years experience, prior Director/VP role in B2B SaaS.",0.41,medium,medium,62,46
"Java developer with 3 years of experience in backend development for enterprise applications. Comfortable with Spring ecosystem and relational databases. Skills: Java, Spring Boot, Hibernate, MySQL, REST APIs, Maven, Git, JUnit, Docker, SOAP. Developer, EnterpriseSoft (2022-present): Built microservices for insurance platform, improved API latency by 25%. Junior Dev, CodeFactory (2021-2022): Developed CRUD services. Education: B.Tech CS, KIIT Bhubaneswar.","Senior Backend Engineer at a high-growth startup. Required skills: Go or Python, Kafka, PostgreSQL, Redis, microservices, Kubernetes, AWS, system design, CI/CD. Responsibilities: architect high-throughput backend services, design event-driven pipelines, lead code reviews, mentor engineers. Preferred: 6+ years backend experience, experience with high TPS systems.",0.5,medium,medium,58,44
"Astrologer with 15 years of experience in Vedic astrology and horoscope consultation. Widely followed on social media for astrology guidance. Skills: Vedic Astrology, Horoscope Reading, Jyotish, Numerology, Palmistry, Client Consultation, Content Creation, Public Speaking, Prediction, Counseling. Consultant, AstroGuide (2010-present): Consulted 5000+ clients, 200K YouTube subscribers. Author (2018): Published 2 astrology books. Education: M.A. Sanskrit, BHU.","Machine Learning Engineer at a recommendation startup. Required skills: Python, PyTorch, MLflow, feature engineering, model deployment, Kubernetes, Spark. Responsibilities: build and ship ML models, maintain training pipelines, collaborate with data scientists. Preferred: experience with ranking or recommendation systems.",0.05,low,low,55,38
"Plumber with 12 years of experience in residential and commercial plumbing installation and repair. Strong problem-solver with hands-on expertise. Skills: Plumbing Installation, Pipe Fitting, Leak Detection, Drainage Systems, Blueprint Reading, Equipment Maintenance, Safety Compliance, Client Communication, Tool Proficiency. Lead Plumber, BuildRight (2014-present): Managed 5-person crew for commercial projects. Plumber, HomeFix (2012-2014): Handled residential calls. Education: ITI Plumbing, Govt. Polytechnic.","Product Manager at a consumer fintech app. Required skills: product strategy, agile, A/B testing, SQL, analytics, user research, roadmapping, stakeholder management. Responsibilities: own product features end to end, run experiments, collaborate with engineering and design, analyze user data. Preferred: fintech or payments background.",0.05,low,low,59,43
"Professional translator with 8 years of experience in technical and legal translation between English, Hindi, and German. Strong cultural competency. Skills: Translation, Localization, Hindi, German, English, Legal Translation, Technical Writing, Proofreading, CAT Tools, Project Management. Translator, LanguagePro (2016-present): Translated 2M+ words for automotive and legal clients. Intern, TranslateHub (2015-2016): Supported localization projects. Education: M.A. German, JNU Delhi.","Data Scientist at a logistics company. Required skills: Python, machine learning, SQL, optimization models, scikit-learn, geospatial analysis, A/B testing, feature engineering. Responsibilities: build route optimization and demand forecasting models, analyze delivery data, collaborate with operations team. Preferred: logistics domain experience.",0.07,low,low,57,40
"Ornithologist with 6 years of experience in bird population studies and wildlife conservation. Extensive fieldwork experience. Skills: Field Research, Bird Identification, GIS, R, Data Collection, Conservation Biology, Report Writing, Ecological Surveys, GPS Mapping, Scientific Communication. Researcher, WildlifeInstitute (2019-present): Conducted surveys across 5 states, published 4 peer-reviewed papers. Field Assistant, BirdWatch (2018-2019): Assisted population monitoring. Education: M.Sc Wildlife Biology, WII Dehradun.","UI/UX Designer at an EdTech platform. Required skills: Figma, prototyping, user research, design systems, mobile UX, accessibility, usability testing. Responsibilities: design learner-facing product, build design system, run research, collaborate with product team. Preferred: edtech experience, experience with gamification in UX.",0.06,low,low,60,40
"Industrial psychologist with 7 years of experience in organizational behavior research and employee well-being programs. Expert in psychometric assessments. Skills: Psychometric Testing, Employee Wellbeing, Organizational Behavior, Research, Survey Design, Counseling, Training Design, Statistical Analysis, SPSS, Report Writing. Psychologist, OrgMinds (2018-present): Ran wellbeing programs for 5000+ employees, designed competency framework. Researcher, BehaviorLab (2017-2018): Conducted organizational research. Education: M.Phil I/O Psychology, DU.","Sales Manager at a cloud infrastructure company. Required skills: SaaS sales, pipeline management, Salesforce, enterprise accounts, team leadership, revenue forecasting, deal structuring. Responsibilities: lead sales team, own regional revenue target, develop and close enterprise deals. Preferred: cloud or infrastructure SaaS experience.",0.08,low,low,60,41
"Wine sommelier with 9 years of experience in fine dining and wine consulting for luxury hotels. Expert in wine pairing and cellar management. Skills: Wine Knowledge, Sommelier, Wine Pairing, Cellar Management, Client Service, Food Pairing, Inventory Management, Menu Design, Customer Experience, French Language. Head Sommelier, LuxuryHotel (2016-present): Curated wine list worth $500K, trained 10 service staff. Sommelier, FineDining (2015-2016): Managed wine service. Education: WSET Diploma, London.","Cybersecurity Analyst at a healthcare company. Required skills: SIEM, Splunk, incident response, network security, Python, HIPAA compliance, vulnerability management. Responsibilities: monitor threats, respond to incidents, maintain compliance, audit systems. Preferred: healthcare industry background, HIPAA experience.",0.06,low,low,66,35
"Radio jockey with 10 years of experience hosting morning drive and entertainment shows. Strong public personality and audience connection. Skills: Radio Broadcasting, Scriptwriting, Interviewing, Audio Editing, Social Media, Voice Modulation, Live Events, Brand Endorsements, Audience Engagement, Content Planning. RJ, RadioMirchi (2015-present): Highest-rated morning show in city for 3 consecutive years. Intern RJ, CityFM (2014-2015): Assisted show production. Education: BA Mass Communication, Xavier's Ahmedabad.","Finance Manager at a private equity-backed healthcare company. Required skills: financial modeling, FP&A, fundraising support, investor reporting, M&A support, Excel, PowerPoint, GAAP. Responsibilities: support CFO with board reporting, build financial models, manage FP&A process. Preferred: 6+ years finance experience, prior PE-backed company exposure.",0.06,low,low,63,43
"Professional boxer with 8 years of competitive boxing experience at national and international levels. Fitness and discipline expert. Skills: Boxing, Fitness Training, Strength Conditioning, Nutrition, Discipline, Coaching, Event Performance, Mental Toughness, Injury Management, Team Leadership. Boxer, NationalBoxingFederation (2016-present): Won 3 national titles, trained 10 junior boxers. Trainer, FightClub (2022-present): Part-time coaching. Education: B.Sc Physical Education, Guru Nanak Dev University.","DevOps Engineer at a SaaS company. Required skills: AWS, Kubernetes, Docker, Terraform, CI/CD, monitoring, Python scripting, infrastructure automation. Responsibilities: manage cloud infrastructure, automate deployments, build observability systems, ensure reliability. Preferred: experience with multi-region deployments.",0.05,low,low,59,34
"Quantity surveyor with 10 years of experience in cost estimation and contract management for large construction projects. Expert in BOQ and tendering. Skills: Cost Estimation, BOQ, Contract Management, Tendering, AutoCAD, MS Project, Site Visits, Value Engineering, Procurement, Vendor Negotiation. Senior QS, BuildHigh (2016-present): Managed $50M project, reduced cost overruns by 15%. QS, ConstructCo (2014-2016): Prepared estimates and contracts. Education: B.Tech Civil, RVCE.","HR Business Partner at a global technology firm. Required skills: HRBP, talent management, organizational design, performance management, L&D, diversity and inclusion, HR analytics, stakeholder management. Responsibilities: support business leaders with people strategy, manage ER cases, drive talent programs. Preferred: tech or professional services experience.",0.07,low,low,62,44
"Tailor and fashion technologist with 11 years of experience in garment construction and pattern making for bespoke clothing. Highly skilled craftsperson. Skills: Pattern Making, Garment Construction, Tailoring, Sewing, Fabric Selection, Measurements, Fitting, Customer Service, Design Execution, Alterations. Master Tailor, BespokeSuits (2014-present): Crafted 1000+ bespoke garments, trained 5 apprentices. Tailor, StyleHouse (2013-2014): Custom alterations and fittings. Education: Diploma Garment Technology, NIFT.","Business Analyst at a fintech startup. Required skills: SQL, business analysis, process mapping, Agile, requirements gathering, Tableau, Excel, stakeholder management. Responsibilities: analyze business workflows, work with tech and product teams, create BRDs, support sprint planning. Preferred: fintech or payments domain experience.",0.06,low,low,60,41
"iOS developer with 5 years of experience building consumer-facing apps in Swift and Objective-C for media and entertainment platforms. Strong in performance optimization and App Store delivery. Skills: Swift, Objective-C, UIKit, SwiftUI, Xcode, REST APIs, Firebase, Core Data, CI/CD, TestFlight. Senior iOS Dev, StreamApp (2021-present): Shipped 4 major releases with 4.7+ App Store rating, reduced crash rate to 0.05%, built offline playback module. iOS Dev, MediaLabs (2020-2021): Implemented features for video streaming app. Education: B.Tech CS, PESIT Bangalore.","Senior iOS Engineer at a fintech startup. Required skills: Swift, UIKit or SwiftUI, Xcode, REST APIs, Core Data, Firebase, CI/CD, unit testing, App Store deployment. Responsibilities: build and maintain iOS app for payments product, collaborate with design and backend teams, own feature delivery end-to-end, mentor junior engineers. Preferred: experience with biometric auth, prior fintech app background.",0.88,high,high,78,56
"Compensation and benefits specialist with 6 years of experience designing total rewards programs for large technology organizations. Expert in benchmarking and equity compensation. Skills: Compensation Design, Benefits Administration, HRIS, Job Evaluation, Benchmarking, Equity Compensation, Excel, HR Analytics, Compliance, Stakeholder Communication. Specialist, TechGiant (2020-present): Redesigned global comp bands for 3000 employees, implemented equity refresh program, reduced comp inequity gaps by 18%. Analyst, HRConsult (2018-2020): Supported compensation surveys. Education: MBA HR, XLRI.","Total Rewards Manager at a Series D startup scaling globally. Required skills: compensation design, benchmarking, equity compensation, HRIS, job evaluation, benefits administration, HR analytics, stakeholder management. Responsibilities: own global compensation philosophy, manage annual salary review, design equity programs, advise leadership on rewards strategy, ensure compliance across geographies. Preferred: startup or hyper-growth experience, Radford or Mercer benchmarking knowledge.",0.91,high,high,70,57
"Actuarial analyst with 3 years of experience in life insurance pricing and reserving. Strong in statistical modeling and regulatory submissions. Skills: Actuarial Science, Python, R, Excel, Life Insurance, Pricing Models, Reserving, VBA, Solvency II, Statistical Modeling. Analyst, LifeInsureCo (2022-present): Built mortality projection models, assisted in IRDAI regulatory submissions. Intern, ActuarialFirm (2021-2022): Supported pricing analysis. Education: B.Sc Actuarial Science, Amity, CT3 and CT4 passed.","Senior Actuarial Manager at a large general insurance company. Required skills: actuarial modeling, pricing, reserving, R or Python, Solvency II, regulatory submissions, team leadership, stakeholder management. Responsibilities: lead pricing team, own reserving process, present to board, manage IRDAI submissions, mentor junior actuaries. Preferred: Fellowship in actuarial science, 7+ years experience.",0.57,medium,medium,63,50
"Environmental consultant with 8 years of experience in EIA studies and sustainability reporting for infrastructure projects. Strong regulatory knowledge. Skills: Environmental Impact Assessment, Sustainability Reporting, GIS, Regulatory Compliance, Site Audits, Report Writing, Stakeholder Engagement, Data Collection, Carbon Footprint, ISO 14001. Consultant, GreenAdvisory (2018-present): Conducted EIAs for 25+ projects, managed ISO 14001 certifications for 5 clients. Analyst, EcoConsult (2016-2018): Assisted environmental surveys. Education: M.Sc Environmental Science, TERI.","ESG Analyst at an asset management firm. Required skills: ESG frameworks, sustainability reporting, GRI, TCFD, financial analysis, Excel, stakeholder engagement, research, ESG ratings. Responsibilities: analyze ESG performance of portfolio companies, produce sustainability reports, engage with investee companies on ESG, support responsible investment strategy. Preferred: financial sector exposure, CFA ESG certificate.",0.63,medium,medium,66,50
"Nutritionist with 6 years of experience in clinical nutrition and diet counseling. Expert in therapeutic diets and patient education. Skills: Clinical Nutrition, Diet Counseling, Therapeutic Diets, Patient Education, Meal Planning, BMI Assessment, Diabetes Management, Sports Nutrition, Communication, Healthcare Teamwork. Nutritionist, WellnessClinic (2019-present): Managed caseload of 40 patients/week, developed 3 disease-specific diet protocols. Intern, HospitalDietetics (2018-2019): Assisted in-patient dietary planning. Education: M.Sc Nutrition, IGNOU.","Data Analyst at a consumer health app. Required skills: SQL, Python, Tableau, A/B testing, user behavior analytics, cohort analysis, Excel, statistics. Responsibilities: analyze user engagement data, build dashboards, support product decisions with data, run experiments. Preferred: health or wellness app background.",0.18,low,low,63,41
"Electrical engineer with 7 years of experience in power systems design and maintenance for industrial plants. Expert in HT/LT systems and energy audits. Skills: Power Systems, HT/LT Design, AutoCAD Electrical, Energy Audit, PLC, SCADA, Circuit Design, Project Management, Load Flow Analysis, Safety Standards. Engineer, PowerIndustries (2018-present): Reduced plant energy consumption by 18%, managed substation upgrades. Junior Engineer, ElectroCo (2017-2018): Supported installation and commissioning. Education: B.Tech Electrical, COEP Pune.","Product Manager at a B2C fintech startup. Required skills: product management, Agile, roadmapping, SQL, analytics, user research, A/B testing, stakeholder management. Responsibilities: define product roadmap, work with engineering and design, analyze user data, run experiments, manage OKRs. Preferred: fintech or consumer app experience.",0.09,low,low,68,43
